WP_002322728.1	MULTISPECIES: excisionase [Firmicutes] 
WP_007286473.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286474.1	ATP-dependent DNA helicase PcrA [Intestinibacter bartlettii] 
WP_007286475.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286476.1	ABC transporter [Intestinibacter bartlettii] 
WP_007286477.1	GntR family transcriptional regulator [Intestinibacter bartlettii] 
WP_007286478.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286480.1	MULTISPECIES: cobalt ABC transporter ATP-binding protein [Clostridiales] 
WP_007286481.1	cobalt ECF transporter T component CbiQ [Intestinibacter bartlettii] 
WP_007286482.1	MULTISPECIES: cobalt ABC transporter substrate-binding protein CbiN [Clostridiales] 
WP_007286483.1	cobalamin biosynthesis protein CbiM [Intestinibacter bartlettii] 
WP_007286484.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286485.1	MULTISPECIES: ATPase [Clostridiales] 
WP_007286486.1	acyltransferase [Intestinibacter bartlettii] 
WP_007286487.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286488.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286489.1	dihydropyrimidine dehydrogenase subunit A [Intestinibacter bartlettii] 
WP_007286491.1	MATE family efflux transporter [Intestinibacter bartlettii] 
WP_007286492.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286493.1	acetylornithine aminotransferase [Intestinibacter bartlettii] 
WP_007286494.1	MULTISPECIES: acetylglutamate kinase [Clostridiales] 
WP_007286495.1	ornithine acetyltransferase [Intestinibacter bartlettii] 
WP_007286496.1	N-acetyl-gamma-glutamyl-phosphate reductase [Intestinibacter bartlettii] 
WP_007286497.1	siroheme synthase [Intestinibacter bartlettii] 
WP_007286500.1	delta-aminolevulinic acid dehydratase [Intestinibacter bartlettii] 
WP_007286501.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286502.1	MULTISPECIES: hydroxymethylbilane synthase [Clostridiales] 
WP_007286503.1	precorrin-2 C(20)-methyltransferase [Intestinibacter bartlettii] 
WP_007286504.1	MULTISPECIES: sirohydrochlorin cobaltochelatase [Clostridiales] 
WP_007286505.1	precorrin-6x reductase [Intestinibacter bartlettii] 
WP_007286506.1	precorrin-3B C(17)-methyltransferase [Intestinibacter bartlettii] 
WP_007286507.1	cobalamin biosynthesis protein CbiG [Intestinibacter bartlettii] 
WP_007286509.1	cobalt-precorrin-6Y C(15)-methyltransferase [Intestinibacter bartlettii] 
WP_007286510.1	cobalt-precorrin-6Y C(5)-methyltransferase [Intestinibacter bartlettii] 
WP_007286511.1	cobalt-precorrin-5B (C(1))-methyltransferase [Intestinibacter bartlettii] 
WP_007286512.1	MULTISPECIES: precorrin-8X methylmutase [Clostridiales] 
WP_007286513.1	serine/threonine protein kinase [Intestinibacter bartlettii] 
WP_007286514.1	threonine-phosphate decarboxylase [Intestinibacter bartlettii] 
WP_007286515.1	cobalamin biosynthesis protein [Intestinibacter bartlettii] 
WP_007286517.1	cobyric acid synthase CobQ [Intestinibacter bartlettii] 
WP_007286518.1	histidine phosphatase [Intestinibacter bartlettii] 
WP_007286519.1	adenosylcobinamide-GDP ribazoletransferase [Intestinibacter bartlettii] 
WP_007286520.1	adenosylcobinamide kinase/adenosylcobinamide phosphate guanyltransferase [Intestinibacter bartlettii] 
WP_007286521.1	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Intestinibacter bartlettii] 
WP_007286522.1	aspartate aminotransferase family protein [Intestinibacter bartlettii] 
WP_007286523.1	glutamyl-tRNA reductase [Intestinibacter bartlettii] 
WP_007286525.1	MULTISPECIES: 50S ribosomal protein L28 [Clostridiales] 
WP_007286526.1	MULTISPECIES: sodium:dicarboxylate symporter [Clostridiales] 
WP_007286528.1	pyruvate dikinase [Intestinibacter bartlettii] 
WP_007286529.1	MULTISPECIES: patatin family protein [Clostridiales] 
WP_007286531.1	thiamine pyrophosphokinase [Intestinibacter bartlettii] 
WP_007286532.1	ribulose-phosphate 3-epimerase [Intestinibacter bartlettii] 
WP_007286533.1	MULTISPECIES: ribosome small subunit-dependent GTPase A [Clostridiales] 
WP_007286535.1	serine/threonine phosphatase [Intestinibacter bartlettii] 
WP_007286536.1	MULTISPECIES: 23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Clostridiales] 
WP_007286537.1	16S rRNA (cytosine(967)-C(5))-methyltransferase [Intestinibacter bartlettii] 
WP_007286542.1	phosphopantothenoylcysteine decarboxylase [Intestinibacter bartlettii] 
WP_007286543.1	MULTISPECIES: DNA-directed RNA polymerase subunit omega [Clostridiales] 
WP_007286544.1	MULTISPECIES: guanylate kinase [Clostridiales] 
WP_007286545.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286546.1	diaminopimelate epimerase [Intestinibacter bartlettii] 
WP_007286547.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286550.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286551.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286553.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286554.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286555.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286556.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286557.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286558.1	radical SAM protein [Intestinibacter bartlettii] 
WP_007286559.1	TIGR00374 family protein [Intestinibacter bartlettii] 
WP_007286560.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286561.1	ABC transporter permease [Intestinibacter bartlettii] 
WP_007286562.1	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase [Intestinibacter bartlettii] 
WP_007286563.1	RNA pseudouridine synthase [Intestinibacter bartlettii] 
WP_007286564.1	MULTISPECIES: signal peptidase II [Clostridiales] 
WP_007286565.1	MULTISPECIES: oligosaccharide deacetylase [Clostridiales] 
WP_007286566.1	leucine--tRNA ligase [Intestinibacter bartlettii] 
WP_007286567.1	MULTISPECIES: ribosome silencing factor RsfS [Clostridiales] 
WP_007286568.1	phosphohydrolase [Intestinibacter bartlettii] 
WP_007286569.1	nicotinate-nicotinamide nucleotide adenylyltransferase [Intestinibacter bartlettii] 
WP_007286570.1	recombination regulator RecX [Intestinibacter bartlettii] 
WP_007286571.1	MULTISPECIES: membrane protein [Clostridiales] 
WP_007286573.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286574.1	ribonuclease Z [Intestinibacter bartlettii] 
WP_007286575.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286578.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286579.1	MULTISPECIES: 50S ribosomal protein L21 [Clostridiales] 
WP_007286580.1	ribonuclease G [Intestinibacter bartlettii] 
WP_007286582.1	B12-binding domain-containing radical SAM protein [Intestinibacter bartlettii] 
WP_007286583.1	MULTISPECIES: rod shape-determining protein RodA [Clostridiales] 
WP_007286584.1	MULTISPECIES: cell division topological specificity factor MinE [Clostridiales] 
WP_007286585.1	septum site-determining protein MinD [Intestinibacter bartlettii] 
WP_007286586.1	MULTISPECIES: septum site-determining protein MinC [Clostridiales] 
WP_007286587.1	penicillin-binding protein [Intestinibacter bartlettii] 
WP_007286588.1	rod shape-determining protein MreD [Intestinibacter bartlettii] 
WP_007286589.1	rod shape-determining protein MreC [Intestinibacter bartlettii] 
WP_007286590.1	MULTISPECIES: rod shape-determining protein [Clostridiales] 
WP_007286591.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286592.1	MULTISPECIES: septum formation inhibitor Maf [Clostridiales] 
WP_007286593.1	MULTISPECIES: ferredoxin [Clostridiales] 
WP_007286594.1	electron transport complex subunit RsxA [Intestinibacter bartlettii] 
WP_007286595.1	MULTISPECIES: electron transport complex subunit RsxE [Clostridiales] 
WP_007286596.1	electron transporter [Intestinibacter bartlettii] 
WP_007286598.1	electron transporter RnfC [Intestinibacter bartlettii] 
WP_007286599.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286600.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286601.1	MULTISPECIES: lactoylglutathione lyase [Clostridiales] 
WP_007286602.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286603.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286604.1	peptidase M20 [Intestinibacter bartlettii] 
WP_007286605.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286607.1	lytic transglycosylase [Intestinibacter bartlettii] 
WP_007286609.1	DNA polymerase I [Intestinibacter bartlettii] 
WP_007286610.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286611.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286612.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286613.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286616.1	MULTISPECIES: AraC family transcriptional regulator [Clostridiales] 
WP_007286618.1	sensor histidine kinase [Intestinibacter bartlettii] 
WP_007286622.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286623.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286624.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286625.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286626.1	membrane protein [Intestinibacter bartlettii] 
WP_007286627.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286628.1	sodium:proline symporter [Intestinibacter bartlettii] 
WP_007286629.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286632.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286633.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286636.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286637.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286638.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286639.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286640.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286641.1	D-alanyl-D-alanine carboxypeptidase [Intestinibacter bartlettii] 
WP_007286642.1	MULTISPECIES: 30S ribosomal protein S2 [Clostridiales] 
WP_007286643.1	MULTISPECIES: elongation factor Ts [Clostridiales] 
WP_007286644.1	MULTISPECIES: UMP kinase [Clostridiales] 
WP_007286645.1	ribosome recycling factor [Intestinibacter bartlettii] 
WP_007286646.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286647.1	isoprenyl transferase [Intestinibacter bartlettii] 
WP_007286648.1	MULTISPECIES: phosphatidate cytidylyltransferase [Clostridiales] 
WP_007286649.1	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Clostridiales] 
WP_007286650.1	MULTISPECIES: peptidase M50 [Clostridiales] 
WP_007286651.1	MULTISPECIES: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase [Clostridiales] 
WP_007286652.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286653.1	proline/glycine betaine ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007286655.1	ABC transporter permease [Intestinibacter bartlettii] 
WP_007286658.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286659.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286660.1	pyrroline-5-carboxylate reductase [Intestinibacter bartlettii] 
WP_007286661.1	ABC transporter [Intestinibacter bartlettii] 
WP_007286662.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286663.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286664.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286665.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286666.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286667.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286668.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286670.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286671.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286672.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286673.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286674.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286676.1	MULTISPECIES: RNA polymerase sigma factor RpoD [Clostridiales] 
WP_007286677.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286678.1	ferrous iron transporter B [Intestinibacter bartlettii] 
WP_007286679.1	iron transporter FeoA [Intestinibacter bartlettii] 
WP_007286680.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286681.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Intestinibacter bartlettii] 
WP_007286682.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286683.1	tyrosine--tRNA ligase [Intestinibacter bartlettii] 
WP_007286684.1	sodium transporter [Intestinibacter bartlettii] 
WP_007286685.1	ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_007286686.1	ABC transporter permease [Intestinibacter bartlettii] 
WP_007286687.1	peptide ABC transporter permease [Intestinibacter bartlettii] 
WP_007286688.1	peptide ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007286689.1	nickel ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007286690.1	MULTISPECIES: thiamine biosynthesis protein ThiS [Clostridiales] 
WP_007286693.1	thiamine biosynthesis protein ThiH [Intestinibacter bartlettii] 
WP_007286694.1	thiamine phosphate synthase [Intestinibacter bartlettii] 
WP_007286695.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286696.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286699.1	alcohol dehydrogenase [Intestinibacter bartlettii] 
WP_007286700.1	manganese catalase [Intestinibacter bartlettii] 
WP_007286702.1	sarcosine oxidase partial [Intestinibacter bartlettii] 
WP_007286704.1	4Fe-4S ferredoxin [Intestinibacter bartlettii] 
WP_007286706.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286707.1	membrane protein [Intestinibacter bartlettii] 
WP_007286708.1	multidrug transporter MatE [Intestinibacter bartlettii] 
WP_007286709.1	alpha/beta hydrolase [Intestinibacter bartlettii] 
WP_007286710.1	cysteine desulfurase [Intestinibacter bartlettii] 
WP_007286711.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286712.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286713.1	acetyltransferase [Intestinibacter bartlettii] 
WP_007286714.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286716.1	cytidine deaminase [Intestinibacter bartlettii] 
WP_007286717.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286718.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286719.1	GntR family transcriptional regulator [Intestinibacter bartlettii] 
WP_007286720.1	multidrug ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007286722.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286723.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286724.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286726.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286727.1	iron-sulfur protein [Intestinibacter bartlettii] 
WP_007286728.1	dihydroorotase [Intestinibacter bartlettii] 
WP_007286729.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286730.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286732.1	ATP phosphoribosyltransferase regulatory subunit [Intestinibacter bartlettii] 
WP_007286734.1	histidinol-phosphate transaminase [Intestinibacter bartlettii] 
WP_007286735.1	imidazoleglycerol-phosphate dehydratase [Intestinibacter bartlettii] 
WP_007286736.1	imidazole glycerol phosphate synthase glutamine amidotransferase subunit [Intestinibacter bartlettii] 
WP_007286737.1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Intestinibacter bartlettii] 
WP_007286738.1	imidazole glycerol phosphate synthase cyclase subunit [Intestinibacter bartlettii] 
WP_007286739.1	phosphoribosyl-AMP cyclohydrolase [Intestinibacter bartlettii] 
WP_007286740.1	polysaccharide deacetylase [Intestinibacter bartlettii] 
WP_007286741.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286742.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286743.1	HDIG domain-containing protein [Intestinibacter bartlettii] 
WP_007286744.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286745.1	prolyl-tRNA editing protein [Intestinibacter bartlettii] 
WP_007286747.1	sodium-dependent tryptophan transporter [Intestinibacter bartlettii] 
WP_007286748.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286750.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007286752.1	acetolactate synthase large subunit biosynthetic type [Intestinibacter bartlettii] 
WP_007286754.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286758.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286760.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286761.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286762.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286763.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286765.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286766.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286767.1	type I restriction endonuclease subunit R [Intestinibacter bartlettii] 
WP_007286768.1	type I restriction-modification system subunit M [Intestinibacter bartlettii] 
WP_007286769.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007286770.1	hypothetical protein [Intestinibacter bartlettii] 
