gi|490134337|ref|WP_004034698.1|	citramalate synthase [Methanobrevibacter smithii] 
gi|490131987|ref|WP_004032358.1|	peptidyl-tRNA hydrolase [Methanobrevibacter smithii] 
gi|490131986|ref|WP_004032357.1|	uridylate kinase [Methanobrevibacter smithii] 
gi|490131985|ref|WP_004032356.1|	MULTISPECIES: RNA-binding protein [Methanobrevibacter] 
gi|490136194|ref|WP_004036554.1|	effector protein [Methanobrevibacter smithii] 
gi|490131983|ref|WP_004032354.1|	MULTISPECIES: MarR family transcriptional regulator [Methanobrevibacter] 
gi|490136196|ref|WP_004036556.1|	membrane protein [Methanobrevibacter smithii] 
gi|490136199|ref|WP_004036559.1|	SAM-dependent methyltransferase [Methanobrevibacter smithii] 
gi|490136200|ref|WP_004036560.1|	secretion protein [Methanobrevibacter smithii] 
gi|490136201|ref|WP_004036561.1|	type II secretion system protein F [Methanobrevibacter smithii] 
gi|490136202|ref|WP_004036562.1|	bacitracin ABC transporter permease [Methanobrevibacter smithii] 
gi|490136204|ref|WP_004036564.1|	bacitracin ABC transporter permease [Methanobrevibacter smithii] 
gi|490136205|ref|WP_004036565.1|	multidrug ABC transporter ATPase [Methanobrevibacter smithii] 
gi|490131976|ref|WP_004032347.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136207|ref|WP_004036567.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131974|ref|WP_004032345.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136216|ref|WP_004036576.1|	iron transporter [Methanobrevibacter smithii] 
gi|490131972|ref|WP_004032343.1|	MULTISPECIES: iron transporter [Methanobrevibacter] 
gi|490131971|ref|WP_004032342.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136218|ref|WP_004036578.1|	cobalt ABC transporter ATP-binding protein [Methanobrevibacter smithii] 
gi|490136220|ref|WP_004036580.1|	cobalt transporter [Methanobrevibacter smithii] 
gi|490131968|ref|WP_004032339.1|	MULTISPECIES: cobalt ABC transporter permease [Methanobrevibacter] 
gi|490131967|ref|WP_004032338.1|	cobalt transporter CbiM [Methanobrevibacter smithii] 
gi|490136223|ref|WP_004036583.1|	peptide methionine sulfoxide reductase MsrB [Methanobrevibacter smithii] 
gi|490136225|ref|WP_004036585.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131963|ref|WP_004032334.1|	adhesin [Methanobrevibacter smithii] 
gi|490131962|ref|WP_004032333.1|	MULTISPECIES: polyferredoxin [Methanobrevibacter] 
gi|490136228|ref|WP_004036588.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131960|ref|WP_004032331.1|	MULTISPECIES: UBA/THIF-type NAD/FAD binding fold protein [Methanobrevibacter] 
gi|490131959|ref|WP_004032330.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131958|ref|WP_004032329.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136230|ref|WP_004036590.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131956|ref|WP_004032327.1|	MULTISPECIES: biotin synthase [Methanobrevibacter] 
gi|490131955|ref|WP_004032326.1|	MULTISPECIES: 5,10-methenyltetrahydromethanopterin hydrogenase [Methanobrevibacter] 
gi|490131953|ref|WP_004032325.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131952|ref|WP_004032324.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131951|ref|WP_004032323.1|	PhoU family transcriptional regulator [Methanobrevibacter smithii] 
gi|490131950|ref|WP_004032322.1|	MULTISPECIES: phosphate-binding protein [Methanobrevibacter] 
gi|490136233|ref|WP_004036593.1|	MULTISPECIES: phosphate ABC transporter permease [Methanobrevibacter] 
gi|490136234|ref|WP_004036594.1|	phosphate ABC transporter permease [Methanobrevibacter smithii] 
gi|490136236|ref|WP_004036596.1|	phosphate ABC transporter ATP-binding protein [Methanobrevibacter smithii] 
gi|490136238|ref|WP_004036598.1|	PhoU family transcriptional regulator [Methanobrevibacter smithii] 
gi|490136243|ref|WP_004036603.1|	fumarate hydratase [Methanobrevibacter smithii] 
gi|490131944|ref|WP_004032316.1|	MULTISPECIES: formate dehydrogenase [Methanobrevibacter] 
gi|490136245|ref|WP_004036605.1|	formate dehydrogenase [Methanobrevibacter smithii] 
gi|490131942|ref|WP_004032314.1|	MULTISPECIES: pyruvic-ferredoxin oxidoreductase beta subunit [Methanobrevibacter] 
gi|490136247|ref|WP_004036607.1|	2-ketoisovalerate ferredoxin oxidoreductase subunit alpha [Methanobrevibacter smithii] 
gi|490131939|ref|WP_004032311.1|	MULTISPECIES: pyruvate synthase [Methanobrevibacter] 
gi|490131938|ref|WP_004032310.1|	MULTISPECIES: pyruvic-ferredoxin oxidoreductase gamma subunit [Methanobrevibacter] 
gi|490136250|ref|WP_004036610.1|	dihydropteroate synthase [Methanobrevibacter smithii] 
gi|490136251|ref|WP_004036611.1|	ATPase AAA [Methanobrevibacter smithii] 
gi|490136253|ref|WP_004036613.1|	von Willebrand factor A [Methanobrevibacter smithii] 
gi|490136255|ref|WP_004036615.1|	MULTISPECIES: ATPase [Methanobrevibacter] 
gi|490131933|ref|WP_004032305.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136257|ref|WP_004036617.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136264|ref|WP_004036624.1|	protein-disulfide isomerase [Methanobrevibacter smithii] 
gi|490131929|ref|WP_004032301.1|	cytochrome C biogenesis protein [Methanobrevibacter smithii] 
gi|490136265|ref|WP_004036625.1|	6-phosphogluconate dehydrogenase [Methanobrevibacter smithii] 
gi|490136266|ref|WP_004036626.1|	cytidyltransferase [Methanobrevibacter smithii] 
gi|490131926|ref|WP_004032298.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136267|ref|WP_004036627.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136268|ref|WP_004036628.1|	radical SAM protein [Methanobrevibacter smithii] 
gi|490136270|ref|WP_004036630.1|	radical SAM protein [Methanobrevibacter smithii] 
gi|490136271|ref|WP_004036631.1|	methylenetetrahydromethanopterin reductase [Methanobrevibacter smithii] 
gi|490136292|ref|WP_004036652.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136299|ref|WP_004036659.1|	histidine kinase [Methanobrevibacter smithii] 
gi|490136300|ref|WP_004036660.1|	DNA-directed DNA polymerase [Methanobrevibacter smithii] 
gi|490136302|ref|WP_004036662.1|	radical SAM protein [Methanobrevibacter smithii] 
gi|490136304|ref|WP_004036664.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136305|ref|WP_004036665.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136306|ref|WP_004036666.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136311|ref|WP_004036671.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136313|ref|WP_004036673.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136315|ref|WP_004036675.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136317|ref|WP_004036677.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136320|ref|WP_004036680.1|	transposase [Methanobrevibacter smithii] 
gi|490136322|ref|WP_004036682.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136324|ref|WP_004036684.1|	DNA methyltransferase [Methanobrevibacter smithii] 
gi|490136326|ref|WP_004036686.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136328|ref|WP_004036688.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136330|ref|WP_004036690.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136332|ref|WP_004036692.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136334|ref|WP_004036694.1|	DEXX-box ATPase [Methanobrevibacter smithii] 
gi|490131899|ref|WP_004032272.1|	protein kinase [Methanobrevibacter smithii] 
gi|490136337|ref|WP_004036697.1|	DNA mismatch repair protein MutS [Methanobrevibacter smithii] 
gi|490136339|ref|WP_004036699.1|	peptidase U32 [Methanobrevibacter smithii] 
gi|490136340|ref|WP_004036700.1|	peptidase [Methanobrevibacter smithii] 
gi|490136341|ref|WP_004036701.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136342|ref|WP_004036702.1|	thymidylate kinase [Methanobrevibacter smithii] 
gi|490136343|ref|WP_004036703.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136344|ref|WP_004036704.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136346|ref|WP_004036706.1|	ferredoxin [Methanobrevibacter smithii] 
gi|490136348|ref|WP_004036708.1|	MULTISPECIES: cobalamin-binding protein [Methanobrevibacter] 
gi|490136349|ref|WP_004036709.1|	methanol-5-hydroxybenzimidazolylcobamide methyltransferase [Methanobrevibacter smithii] 
gi|490131891|ref|WP_004032264.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136350|ref|WP_004036710.1|	MULTISPECIES: tyrosyl-tRNA synthetase [Methanobrevibacter] 
gi|490136351|ref|WP_004036711.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131888|ref|WP_004032261.1|	MULTISPECIES: translation initiation factor IF-2 [Methanobrevibacter] 
gi|490131887|ref|WP_004032260.1|	MULTISPECIES: ATPase AAA [Methanobrevibacter] 
gi|490131886|ref|WP_004032259.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136353|ref|WP_004036713.1|	23S rRNA methyltransferase [Methanobrevibacter smithii] 
gi|490136355|ref|WP_004036715.1|	metallophosphatase [Methanobrevibacter smithii] 
gi|490136356|ref|WP_004036716.1|	MULTISPECIES: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [Methanobrevibacter] 
gi|490131882|ref|WP_004032255.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131881|ref|WP_004032254.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131880|ref|WP_004032253.1|	flavodoxin [Methanobrevibacter smithii] 
gi|490136357|ref|WP_004036717.1|	ATP-dependent helicase [Methanobrevibacter smithii] 
gi|490136358|ref|WP_004036718.1|	phycocyanin alpha phycocyanobilin lyase [Methanobrevibacter smithii] 
gi|490136360|ref|WP_004036720.1|	carbon-nitrogen hydrolase [Methanobrevibacter smithii] 
gi|490131876|ref|WP_004032249.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131875|ref|WP_004032248.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131874|ref|WP_004032247.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136363|ref|WP_004036723.1|	homoserine O-acetyltransferase [Methanobrevibacter smithii] 
gi|490136365|ref|WP_004036725.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136367|ref|WP_004036727.1|	quinolinate synthetase [Methanobrevibacter smithii] 
gi|490136369|ref|WP_004036729.1|	MULTISPECIES: mechanosensitive ion channel protein [Methanobrevibacter] 
gi|490136380|ref|WP_004036740.1|	ribonuclease Z [Methanobrevibacter smithii] 
gi|490131868|ref|WP_004032241.1|	nicotinate-nucleotide pyrophosphorylase [Methanobrevibacter smithii] 
gi|490131867|ref|WP_004032240.1|	SAM-dependent methyltransferase [Methanobrevibacter smithii] 
gi|490136381|ref|WP_004036741.1|	carbamoyl phosphate synthase small subunit [Methanobrevibacter smithii] 
gi|490131865|ref|WP_004032238.1|	carbamoyl phosphate synthase large subunit [Methanobrevibacter smithii] 
gi|490136382|ref|WP_004036742.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136386|ref|WP_004036746.1|	chlorohydrolase [Methanobrevibacter smithii] 
gi|490131862|ref|WP_004032235.1|	MULTISPECIES: universal stress protein [Methanobrevibacter] 
gi|490136388|ref|WP_004036748.1|	inosine-5`-monophosphate dehydrogenase [Methanobrevibacter smithii] 
gi|490131860|ref|WP_004032233.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136398|ref|WP_004036758.1|	potassium-transporting ATPase subunit A [Methanobrevibacter smithii] 
gi|490136400|ref|WP_004036760.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136401|ref|WP_004036761.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136402|ref|WP_004036762.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136403|ref|WP_004036763.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136404|ref|WP_004036764.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136405|ref|WP_004036765.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136406|ref|WP_004036766.1|	Xaa-Pro aminopeptidase [Methanobrevibacter smithii] 
gi|490136407|ref|WP_004036767.1|	type II secretion system protein F [Methanobrevibacter smithii] 
gi|490131851|ref|WP_004032224.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136408|ref|WP_004036768.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131849|ref|WP_004032222.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136409|ref|WP_004036769.1|	lactaldehyde dehydrogenase [Methanobrevibacter smithii] 
gi|490136410|ref|WP_004036770.1|	MULTISPECIES: tRNA-binding protein [Methanobrevibacter] 
gi|490136411|ref|WP_004036771.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136413|ref|WP_004036773.1|	aspartate dehydrogenase [Methanobrevibacter smithii] 
gi|490136415|ref|WP_004036775.1|	guanylyltransferase [Methanobrevibacter smithii] 
gi|490136416|ref|WP_004036776.1|	peptidase [Methanobrevibacter smithii] 
gi|490136417|ref|WP_004036777.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136418|ref|WP_004036778.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136419|ref|WP_004036779.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131835|ref|WP_004032208.1|	MULTISPECIES: 3-phosphoglycerate dehydrogenase [Methanobrevibacter] 
gi|490131834|ref|WP_004032207.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136420|ref|WP_004036780.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131832|ref|WP_004032205.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131830|ref|WP_004032203.1|	MULTISPECIES: transcriptional regulator [Methanobrevibacter] 
gi|490136422|ref|WP_004036782.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136424|ref|WP_004036784.1|	membrane protein [Methanobrevibacter smithii] 
gi|490136426|ref|WP_004036786.1|	membrane protein [Methanobrevibacter smithii] 
gi|490136428|ref|WP_004036788.1|	2-methylcitrate dehydratase [Methanobrevibacter smithii] 
gi|490131824|ref|WP_004032197.1|	peptidase [Methanobrevibacter smithii] 
gi|490136431|ref|WP_004036791.1|	fumarate hydratase [Methanobrevibacter smithii] 
gi|490136433|ref|WP_004036793.1|	citrate synthase [Methanobrevibacter smithii] 
gi|490131821|ref|WP_004032194.1|	MULTISPECIES: nitroreductase [Methanobrevibacter] 
gi|490136435|ref|WP_004036795.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131819|ref|WP_004032192.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131818|ref|WP_004032191.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131817|ref|WP_004032190.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136437|ref|WP_004036797.1|	ATP synthase subunit I [Methanobrevibacter smithii] 
gi|490131814|ref|WP_004032187.1|	MULTISPECIES: ATP synthase subunit K [Methanobrevibacter] 
gi|490136439|ref|WP_004036799.1|	ATP synthase subunit E [Methanobrevibacter smithii] 
gi|490131812|ref|WP_004032185.1|	MULTISPECIES: ATP synthase subunit C [Methanobrevibacter] 
gi|490131811|ref|WP_004032184.1|	MULTISPECIES: ATP synthase subunit F [Methanobrevibacter] 
gi|490131810|ref|WP_004032183.1|	MULTISPECIES: V-type ATP synthase subunit A [Methanobrevibacter] 
gi|490131809|ref|WP_004032182.1|	MULTISPECIES: V-type ATP synthase subunit B [Methanobrevibacter] 
gi|490131808|ref|WP_004032181.1|	MULTISPECIES: ATP synthase subunit D [Methanobrevibacter] 
gi|490136442|ref|WP_004036802.1|	ATP-dependent carboligase [Methanobrevibacter smithii] 
gi|490136444|ref|WP_004036804.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131805|ref|WP_004032178.1|	BioY family protein [Methanobrevibacter smithii] 
gi|490131804|ref|WP_004032177.1|	tyrosine recombinase XerC [Methanobrevibacter smithii] 
gi|490136446|ref|WP_004036806.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131802|ref|WP_004032175.1|	demethylmenaquinone methyltransferase [Methanobrevibacter smithii] 
gi|490131801|ref|WP_004032174.1|	MULTISPECIES: H/ACA RNA-protein complex protein Gar1 [Methanobrevibacter] 
gi|490131800|ref|WP_004032173.1|	MULTISPECIES: transcription initiation factor IIB [Methanobrevibacter] 
gi|490136447|ref|WP_004036807.1|	teichoic acid biosynthesis protein [Methanobrevibacter smithii] 
gi|490136448|ref|WP_004036808.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136449|ref|WP_004036809.1|	membrane protein [Methanobrevibacter smithii] 
gi|490131796|ref|WP_004032169.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131795|ref|WP_004032168.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136451|ref|WP_004036811.1|	membrane protein [Methanobrevibacter smithii] 
gi|490136452|ref|WP_004036812.1|	preprotein translocase subunit TatD [Methanobrevibacter smithii] 
gi|490131792|ref|WP_004032165.1|	MULTISPECIES: uridylate kinase [Methanobrevibacter] 
gi|490136453|ref|WP_004036813.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136456|ref|WP_004036816.1|	stress-responsive transcriptional regulator PspC [Methanobrevibacter smithii] 
gi|490136457|ref|WP_004036817.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136458|ref|WP_004036818.1|	multidrug transporter MatE [Methanobrevibacter smithii] 
gi|490136459|ref|WP_004036819.1|	MarR family transcriptional regulator [Methanobrevibacter smithii] 
gi|490136460|ref|WP_004036820.1|	adhesin [Methanobrevibacter smithii] 
gi|490136465|ref|WP_004036825.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136468|ref|WP_004036828.1|	membrane protein [Methanobrevibacter smithii] 
gi|490131781|ref|WP_004032155.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131780|ref|WP_004032154.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131779|ref|WP_004032153.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131778|ref|WP_004032152.1|	membrane protein [Methanobrevibacter smithii] 
gi|490131776|ref|WP_004032150.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136470|ref|WP_004036830.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136471|ref|WP_004036831.1|	ArsR family transcriptional regulator [Methanobrevibacter smithii] 
gi|490136472|ref|WP_004036832.1|	glycyl-tRNA synthetease [Methanobrevibacter smithii] 
gi|490131770|ref|WP_004032144.1|	MULTISPECIES: deoxycytidine triphosphate deaminase [Methanobrevibacter] 
gi|490136474|ref|WP_004036834.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136476|ref|WP_004036836.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136477|ref|WP_004036837.1|	MULTISPECIES: uracil phosphoribosyltransferase [Methanobrevibacter] 
gi|490136478|ref|WP_004036838.1|	uracil transporter [Methanobrevibacter smithii] 
gi|490136483|ref|WP_004036843.1|	ferredoxin [Methanobrevibacter smithii] 
gi|490136484|ref|WP_004036844.1|	RNA methyltransferase [Methanobrevibacter smithii] 
gi|490136485|ref|WP_004036845.1|	(2Fe-2S)-binding protein [Methanobrevibacter smithii] 
gi|490136490|ref|WP_004036850.1|	indolepyruvate oxidoreductase [Methanobrevibacter smithii] 
gi|490136491|ref|WP_004036851.1|	indolepyruvate oxidoreductase [Methanobrevibacter smithii] 
gi|490131759|ref|WP_004032133.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136493|ref|WP_004036853.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136495|ref|WP_004036855.1|	amino acid-binding protein [Methanobrevibacter smithii] 
gi|490136501|ref|WP_004036861.1|	phenylacetate-CoA ligase [Methanobrevibacter smithii] 
gi|490131755|ref|WP_004032129.1|	MULTISPECIES: sodium:solute symporter [Methanobrevibacter] 
gi|490131754|ref|WP_004032128.1|	radical SAM protein [Methanobrevibacter smithii] 
gi|490131753|ref|WP_004032127.1|	MULTISPECIES: NagC family transcriptional regulator [Methanobrevibacter] 
gi|490131752|ref|WP_004032126.1|	phosphohydrolase [Methanobrevibacter smithii] 
gi|490131751|ref|WP_004032125.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131750|ref|WP_004032124.1|	membrane protein [Methanobrevibacter smithii] 
gi|490131749|ref|WP_004032123.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490136502|ref|WP_004036862.1|	ornithine acetyltransferase [Methanobrevibacter smithii] 
gi|490131746|ref|WP_004032121.1|	sugar fermentation stimulation protein B [Methanobrevibacter smithii] 
gi|490136503|ref|WP_004036863.1|	SAM-dependent methyltransferase [Methanobrevibacter smithii] 
gi|490136504|ref|WP_004036864.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Methanobrevibacter smithii] 
gi|490131743|ref|WP_004032118.1|	MULTISPECIES: ribitol-5-phosphate dehydrogenase [Methanobrevibacter] 
gi|490131741|ref|WP_004032116.1|	MULTISPECIES: acetylglutamate kinase [Methanobrevibacter] 
gi|490136506|ref|WP_004036866.1|	acyl-CoA synthetase [Methanobrevibacter smithii] 
gi|490136515|ref|WP_004036875.1|	3-isopropylmalate dehydrogenase [Methanobrevibacter smithii] 
gi|490136516|ref|WP_004036876.1|	PBS lyase [Methanobrevibacter smithii] 
gi|490136518|ref|WP_004036878.1|	MULTISPECIES: glutamine amidotransferase [Methanobrevibacter] 
gi|490131736|ref|WP_004032111.1|	MULTISPECIES: glutamine amidotransferase [Methanobrevibacter] 
gi|490131735|ref|WP_004032110.1|	MULTISPECIES: tributyrin esterase [Methanobrevibacter] 
gi|490136519|ref|WP_004036879.1|	glutamate synthase [Methanobrevibacter smithii] 
gi|490131733|ref|WP_004032108.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136520|ref|WP_004036880.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136521|ref|WP_004036881.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490131730|ref|WP_004032105.1|	NAD+ synthetase [Methanobrevibacter smithii] 
gi|490136522|ref|WP_004036882.1|	SAM-dependent methyltransferase [Methanobrevibacter smithii] 
gi|490136523|ref|WP_004036883.1|	peptidase [Methanobrevibacter smithii] 
gi|490136524|ref|WP_004036884.1|	carboxylate--amine ligase [Methanobrevibacter smithii] 
gi|490136526|ref|WP_004036886.1|	phospho-N-acetylmuramoyl-pentapeptide-transferase [Methanobrevibacter smithii] 
gi|490136527|ref|WP_004036887.1|	UDP-N-acetylmuramyl peptide synthase [Methanobrevibacter smithii] 
gi|490136528|ref|WP_004036888.1|	membrane protein [Methanobrevibacter smithii] 
gi|490131723|ref|WP_004032098.1|	MULTISPECIES: membrane protein [Methanobrevibacter] 
gi|490131722|ref|WP_004032097.1|	MULTISPECIES: hypothetical protein [Methanobrevibacter] 
gi|490131721|ref|WP_004032096.1|	MULTISPECIES: XRE family transcriptional regulator [Methanobrevibacter] 
gi|490131719|ref|WP_004032094.1|	ATPase AAA [Methanobrevibacter smithii] 
gi|490136529|ref|WP_004036889.1|	hypothetical protein [Methanobrevibacter smithii] 
gi|490136531|ref|WP_004036891.1|	MULTISPECIES: DNA modification methylase [Methanobrevibacter] 
gi|490136541|ref|WP_004036901.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136546|ref|WP_004036906.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136547|ref|WP_004036907.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136562|ref|WP_004036922.1|	MULTISPECIES: hypothetical protein partial [Bacteria][Archaea] 
gi|488239703|ref|WP_002310911.1|	MULTISPECIES: hypothetical protein [Bacteria][Archaea] 
gi|490136567|ref|WP_004036927.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490136572|ref|WP_004036932.1|	hypothetical protein partial [Methanobrevibacter smithii] 
gi|490133476|ref|WP_004033837.1|	potassium channel protein [Methanobrevibacter smithii] 
