gi|491472322|ref|WP_005330076.1|	hypothetical protein partial [Dorea formicigenerans] 
gi|491474432|ref|WP_005332175.1|	endonuclease III [Dorea formicigenerans] 
gi|491474433|ref|WP_005332176.1|	2-hydroxyglutaryl-CoA dehydratase [Dorea formicigenerans] 
gi|491474434|ref|WP_005332177.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474435|ref|WP_005332178.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474436|ref|WP_005332179.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474437|ref|WP_005332180.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474438|ref|WP_005332181.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474439|ref|WP_005332182.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474440|ref|WP_005332183.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474441|ref|WP_005332184.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474452|ref|WP_005332195.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474454|ref|WP_005332197.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474457|ref|WP_005332200.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474459|ref|WP_005332202.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474461|ref|WP_005332204.1|	MULTISPECIES: adenine permease [Dorea] 
gi|491474463|ref|WP_005332206.1|	aminopeptidase [Dorea formicigenerans] 
gi|491474465|ref|WP_005332208.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474467|ref|WP_005332210.1|	translation elongation factor G [Dorea formicigenerans] 
gi|491474473|ref|WP_005332216.1|	PAP2 family phosphoesterase [Dorea formicigenerans] 
gi|491474475|ref|WP_005332218.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474478|ref|WP_005332221.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474479|ref|WP_005332222.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474481|ref|WP_005332224.1|	tryptophan synthase subunit alpha [Dorea formicigenerans] 
gi|491474483|ref|WP_005332226.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474485|ref|WP_005332228.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474487|ref|WP_005332230.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474490|ref|WP_005332233.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474492|ref|WP_005332235.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474495|ref|WP_005332238.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474493|ref|WP_005332236.1|	beta-lactamase [Dorea formicigenerans] 
gi|491474497|ref|WP_005332240.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474499|ref|WP_005332242.1|	fucose isomerase [Dorea formicigenerans] 
gi|491474501|ref|WP_005332244.1|	L-ribulose-5-phosphate 4-epimerase [Dorea formicigenerans] 
gi|491474503|ref|WP_005332246.1|	ATPase [Dorea formicigenerans] 
gi|491474505|ref|WP_005332248.1|	arabinose isomerase [Dorea formicigenerans] 
gi|491474506|ref|WP_005332249.1|	ABC transporter permease [Dorea formicigenerans] 
gi|491474509|ref|WP_005332252.1|	sugar ABC transporter permease [Dorea formicigenerans] 
gi|491474511|ref|WP_005332254.1|	sugar ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491474513|ref|WP_005332256.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474515|ref|WP_005332258.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474517|ref|WP_005332260.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474519|ref|WP_005332262.1|	LacI family transcription regulator [Dorea formicigenerans] 
gi|491474521|ref|WP_005332264.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474523|ref|WP_005332266.1|	histidine kinase [Dorea formicigenerans] 
gi|491474525|ref|WP_005332268.1|	MULTISPECIES: ArsR family transcriptional regulator [Dorea] 
gi|491474526|ref|WP_005332269.1|	PhoU family transcriptional regulator [Dorea formicigenerans] 
gi|491474527|ref|WP_005332270.1|	phosphate ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491474528|ref|WP_005332271.1|	phosphate ABC transporter permease [Dorea formicigenerans] 
gi|491474529|ref|WP_005332272.1|	phosphate ABC transporter permease [Dorea formicigenerans] 
gi|491474530|ref|WP_005332273.1|	phosphate ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491474531|ref|WP_005332274.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474532|ref|WP_005332275.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474534|ref|WP_005332277.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474535|ref|WP_005332278.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474536|ref|WP_005332279.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474538|ref|WP_005332281.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474544|ref|WP_005332287.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474545|ref|WP_005332288.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474546|ref|WP_005332289.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474547|ref|WP_005332290.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474548|ref|WP_005332291.1|	ABC transporter [Dorea formicigenerans] 
gi|491474549|ref|WP_005332292.1|	MULTISPECIES: polar amino acid ABC transporter permease [Dorea] 
gi|491474551|ref|WP_005332294.1|	amino acid ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491474552|ref|WP_005332295.1|	UDP-diphosphatase [Dorea formicigenerans] 
gi|491474554|ref|WP_005332297.1|	haloacid dehalogenase [Dorea formicigenerans] 
gi|491474556|ref|WP_005332299.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474558|ref|WP_005332301.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474559|ref|WP_005332302.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474560|ref|WP_005332303.1|	permease [Dorea formicigenerans] 
gi|491474561|ref|WP_005332304.1|	aminoglycoside phosphotransferase [Dorea formicigenerans] 
gi|491474562|ref|WP_005332305.1|	acetaldehyde dehydrogenase [Dorea formicigenerans] 
gi|491474563|ref|WP_005332306.1|	sugar kinase [Dorea formicigenerans] 
gi|491474564|ref|WP_005332307.1|	2-dehydro-3-deoxyphosphogluconate aldolase [Dorea formicigenerans] 
gi|491474565|ref|WP_005332308.1|	hydrogenase [Dorea formicigenerans] 
gi|491474567|ref|WP_005332310.1|	MULTISPECIES: glutamate synthase [Dorea] 
gi|491474569|ref|WP_005332312.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474571|ref|WP_005332314.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474573|ref|WP_005332316.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474574|ref|WP_005332317.1|	glutamate synthase [Dorea formicigenerans] 
gi|491474575|ref|WP_005332318.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474576|ref|WP_005332319.1|	formate dehydrogenase subunit alpha [Dorea formicigenerans] 
gi|491474578|ref|WP_005332321.1|	MULTISPECIES: 50S ribosomal protein L17 [Dorea] 
gi|491474581|ref|WP_005332324.1|	DNA-directed RNA polymerase subunit alpha [Dorea formicigenerans] 
gi|491474583|ref|WP_005332326.1|	MULTISPECIES: 30S ribosomal protein S4 [Dorea] 
gi|491474587|ref|WP_005332330.1|	MULTISPECIES: 30S ribosomal protein S11 [Dorea] 
gi|491474588|ref|WP_005332331.1|	30S ribosomal protein S13 [Dorea formicigenerans] 
gi|491474589|ref|WP_005332332.1|	hypothetical protein [Dorea formicigenerans] 
gi|490744967|ref|WP_004607275.1|	MULTISPECIES: translation initiation factor IF-1 [Clostridiales] 
gi|491474598|ref|WP_005332341.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474609|ref|WP_005332352.1|	methionine aminopeptidase [Dorea formicigenerans] 
gi|491474611|ref|WP_005332354.1|	MULTISPECIES: adenylate kinase [Dorea] 
gi|491474619|ref|WP_005332362.1|	MULTISPECIES: preprotein translocase subunit SecY [Dorea] 
gi|491474621|ref|WP_005332364.1|	50S ribosomal protein L15 [Dorea formicigenerans] 
gi|491474625|ref|WP_005332368.1|	MULTISPECIES: 50S ribosomal protein L30 [Dorea] 
gi|491474628|ref|WP_005332371.1|	MULTISPECIES: 30S ribosomal protein S5 [Dorea] 
gi|491474632|ref|WP_005332375.1|	MULTISPECIES: 50S ribosomal protein L18 [Dorea] 
gi|491474634|ref|WP_005332376.1|	MULTISPECIES: 50S ribosomal protein L6 [Dorea] 
gi|491474636|ref|WP_005332378.1|	30S ribosomal protein S8 [Dorea formicigenerans] 
gi|491474637|ref|WP_005332379.1|	MULTISPECIES: 30S ribosomal protein S14 [Dorea] 
gi|491474638|ref|WP_005332380.1|	MULTISPECIES: 50S ribosomal protein L5 [Dorea] 
gi|491474639|ref|WP_005332381.1|	MULTISPECIES: 50S ribosomal protein L24 [Dorea] 
gi|491474641|ref|WP_005332383.1|	MULTISPECIES: 50S ribosomal protein L14 [Dorea] 
gi|491474643|ref|WP_005332385.1|	MULTISPECIES: 30S ribosomal protein S17 [Dorea] 
gi|491474645|ref|WP_005332387.1|	MULTISPECIES: 50S ribosomal protein L29 [Dorea] 
gi|491474646|ref|WP_005332388.1|	MULTISPECIES: 50S ribosomal protein L16 [Dorea] 
gi|491474647|ref|WP_005332389.1|	MULTISPECIES: 30S ribosomal protein S3 [Dorea] 
gi|491474648|ref|WP_005332390.1|	MULTISPECIES: 50S ribosomal protein L22 [Dorea] 
gi|491474649|ref|WP_005332391.1|	30S ribosomal protein S19 [Dorea formicigenerans] 
gi|491474650|ref|WP_005332392.1|	50S ribosomal protein L2 [Dorea formicigenerans] 
gi|491474656|ref|WP_005332398.1|	MULTISPECIES: 50S ribosomal protein L23 [Dorea] 
gi|491474658|ref|WP_005332400.1|	MULTISPECIES: 50S ribosomal protein L4 [Dorea] 
gi|491474659|ref|WP_005332401.1|	50S ribosomal protein L3 [Dorea formicigenerans] 
gi|491474660|ref|WP_005332402.1|	MULTISPECIES: 30S ribosomal protein S10 [Dorea] 
gi|491474661|ref|WP_005332403.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474662|ref|WP_005332404.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474664|ref|WP_005332406.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474665|ref|WP_005332407.1|	cysteine desulfurase [Dorea formicigenerans] 
gi|491474666|ref|WP_005332408.1|	LysR family transcriptional regulator [Dorea formicigenerans] 
gi|491474667|ref|WP_005332409.1|	MULTISPECIES: translation elongation factor [Dorea] 
gi|491474668|ref|WP_005332410.1|	selenocysteine synthase [Dorea formicigenerans] 
gi|491474669|ref|WP_005332411.1|	segregation protein A [Dorea formicigenerans] 
gi|491474670|ref|WP_005332412.1|	response regulator SirA [Dorea formicigenerans] 
gi|491474671|ref|WP_005332413.1|	isoleucyl-tRNA synthetase [Dorea formicigenerans] 
gi|491474672|ref|WP_005332414.1|	SAM-dependent methyltransferase [Dorea formicigenerans] 
gi|491474674|ref|WP_005332416.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474675|ref|WP_005332417.1|	phosphodiesterase [Dorea formicigenerans] 
gi|491474680|ref|WP_005332422.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474681|ref|WP_005332423.1|	ABC transporter permease [Dorea formicigenerans] 
gi|491474682|ref|WP_005332424.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474683|ref|WP_005332425.1|	ABC transporter [Dorea formicigenerans] 
gi|491474684|ref|WP_005332426.1|	MULTISPECIES: stage V sporulation protein AEB [Dorea] 
gi|491474685|ref|WP_005332427.1|	stage V sporulation protein AD [Dorea formicigenerans] 
gi|491474686|ref|WP_005332428.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474687|ref|WP_005332429.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474697|ref|WP_005332439.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474701|ref|WP_005332443.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474702|ref|WP_005332444.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474703|ref|WP_005332445.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474704|ref|WP_005332446.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474705|ref|WP_005332447.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491474706|ref|WP_005332448.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474707|ref|WP_005332449.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474708|ref|WP_005332450.1|	PadR family transcriptional regulator [Dorea formicigenerans] 
gi|491474709|ref|WP_005332451.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474710|ref|WP_005332452.1|	stage V sporulation protein AB [Dorea formicigenerans] 
gi|491474711|ref|WP_005332453.1|	stage V sporulation protein AA [Dorea formicigenerans] 
gi|491474712|ref|WP_005332454.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474713|ref|WP_005332455.1|	RNA polymerase sigma70 [Dorea formicigenerans] 
gi|491474714|ref|WP_005332456.1|	histidine kinase [Dorea formicigenerans] 
gi|491474715|ref|WP_005332457.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474722|ref|WP_005332464.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474724|ref|WP_005332466.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474725|ref|WP_005332467.1|	tetrahydrofolate synthase [Dorea formicigenerans] 
gi|491474727|ref|WP_005332469.1|	membrane protein [Dorea formicigenerans] 
gi|491474728|ref|WP_005332470.1|	valyl-tRNA synthase [Dorea formicigenerans] 
gi|491474730|ref|WP_005332472.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474732|ref|WP_005332474.1|	membrane protein [Dorea formicigenerans] 
gi|491474734|ref|WP_005332476.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474736|ref|WP_005332478.1|	DNA glycosylase [Dorea formicigenerans] 
gi|491474738|ref|WP_005332480.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474740|ref|WP_005332482.1|	ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491474741|ref|WP_005332483.1|	phosphate ABC transporter permease [Dorea formicigenerans] 
gi|491474743|ref|WP_005332485.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474745|ref|WP_005332487.1|	phosphate ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491474747|ref|WP_005332489.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474748|ref|WP_005332490.1|	MULTISPECIES: chorismate--pyruvate lyase [Dorea] 
gi|491474749|ref|WP_005332491.1|	hypothetical protein partial [Dorea formicigenerans] 
gi|491474757|ref|WP_005332498.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474759|ref|WP_005332500.1|	peptidase S11 [Dorea formicigenerans] 
gi|491474760|ref|WP_005332501.1|	MULTISPECIES: protein RecA [Dorea] 
gi|491474762|ref|WP_005332503.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474764|ref|WP_005332505.1|	ribonuclease [Dorea formicigenerans] 
gi|491474766|ref|WP_005332507.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474775|ref|WP_005332516.1|	NUDIX hydrolase [Dorea formicigenerans] 
gi|491474776|ref|WP_005332517.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474778|ref|WP_005332519.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474780|ref|WP_005332521.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474788|ref|WP_005332529.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474792|ref|WP_005332533.1|	Rrf2 family transcriptional regulator [Dorea formicigenerans] 
gi|491474794|ref|WP_005332535.1|	cysteine desulfurase [Dorea formicigenerans] 
gi|491474796|ref|WP_005332537.1|	MULTISPECIES: FeS cluster assembly scaffold IscU [Dorea] 
gi|491474798|ref|WP_005332539.1|	thiouridylase [Dorea formicigenerans] 
gi|491474800|ref|WP_005332541.1|	histidinol phosphate phosphatase [Dorea formicigenerans] 
gi|491474802|ref|WP_005332543.1|	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Dorea] 
gi|491474803|ref|WP_005332544.1|	phosphoglycerate kinase [Dorea formicigenerans] 
gi|491474805|ref|WP_005332546.1|	MULTISPECIES: triosephosphate isomerase [Dorea] 
gi|491474806|ref|WP_005332547.1|	acetyl esterase [Dorea formicigenerans] 
gi|491474807|ref|WP_005332548.1|	phosphoglyceromutase [Dorea formicigenerans] 
gi|491474808|ref|WP_005332549.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474809|ref|WP_005332550.1|	5'-nucleotidase [Dorea formicigenerans] 
gi|491474810|ref|WP_005332551.1|	2-hydroxyglutaryl-CoA dehydratase [Dorea formicigenerans] 
gi|491474811|ref|WP_005332552.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474812|ref|WP_005332553.1|	membrane protein [Dorea formicigenerans] 
gi|491474813|ref|WP_005332554.1|	pyruvate kinase [Dorea formicigenerans] 
gi|491474814|ref|WP_005332555.1|	TrmB family transcriptional regulator [Dorea formicigenerans] 
gi|491474815|ref|WP_005332556.1|	diaminopimelate decarboxylase [Dorea formicigenerans] 
gi|491474817|ref|WP_005332558.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474827|ref|WP_005332568.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474828|ref|WP_005332569.1|	FAD dependent oxidoreductase [Dorea formicigenerans] 
gi|491474829|ref|WP_005332570.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474830|ref|WP_005332571.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491474831|ref|WP_005332572.1|	DNA polymerase I [Dorea formicigenerans] 
gi|491474833|ref|WP_005332574.1|	MULTISPECIES: dephospho-CoA kinase [Dorea] 
gi|491474834|ref|WP_005332575.1|	ribonuclease Z [Dorea formicigenerans] 
gi|491474835|ref|WP_005332576.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474836|ref|WP_005332577.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474837|ref|WP_005332578.1|	dihydroxyacetone kinase [Dorea formicigenerans] 
gi|491474838|ref|WP_005332579.1|	N-acetyltransferase GCN5 [Dorea formicigenerans] 
gi|491474841|ref|WP_005332582.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474842|ref|WP_005332583.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474843|ref|WP_005332584.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474844|ref|WP_005332585.1|	membrane protein [Dorea formicigenerans] 
gi|491474845|ref|WP_005332586.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474846|ref|WP_005332587.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474848|ref|WP_005332589.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474849|ref|WP_005332590.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474850|ref|WP_005332591.1|	nucleotidyltransferase [Dorea formicigenerans] 
gi|491474852|ref|WP_005332593.1|	magnesium transporter [Dorea formicigenerans] 
gi|491474854|ref|WP_005332595.1|	phosphotransacetylase [Dorea formicigenerans] 
gi|491474856|ref|WP_005332597.1|	MULTISPECIES: acetate kinase [Dorea] 
gi|491474858|ref|WP_005332599.1|	DNA-binding protein [Dorea formicigenerans] 
gi|491474859|ref|WP_005332600.1|	MULTISPECIES: 50S ribosomal protein L32 [Lachnospiraceae] 
gi|491474860|ref|WP_005332601.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474862|ref|WP_005332603.1|	phosphate acyltransferase [Dorea formicigenerans] 
gi|491474863|ref|WP_005332604.1|	acyl carrier protein [Dorea formicigenerans] 
gi|491474864|ref|WP_005332605.1|	ribonuclease III [Dorea formicigenerans] 
gi|491474865|ref|WP_005332606.1|	chromosome segregation protein SMC [Dorea formicigenerans] 
gi|491474866|ref|WP_005332607.1|	cell division protein FtsY [Dorea formicigenerans] 
gi|491474867|ref|WP_005332608.1|	threonine dehydratase [Dorea formicigenerans] 
gi|491474869|ref|WP_005332610.1|	hypothetical protein [Dorea formicigenerans] 
gi|491474872|ref|WP_005332613.1|	GntR family transcriptional regulator [Dorea formicigenerans] 
