gi|493396717|ref|WP_006352832.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493397970|ref|WP_006354080.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397971|ref|WP_006354081.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397972|ref|WP_006354082.1|	homoserine O-succinyltransferase [[Clostridium] methylpentosum] 
gi|493397973|ref|WP_006354083.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397974|ref|WP_006354084.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397975|ref|WP_006354085.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397976|ref|WP_006354086.1|	conjugal transfer protein [[Clostridium] methylpentosum] 
gi|493397977|ref|WP_006354087.1|	aldo/keto reductase [[Clostridium] methylpentosum] 
gi|493397978|ref|WP_006354088.1|	FMN reductase [[Clostridium] methylpentosum] 
gi|493397979|ref|WP_006354089.1|	acetyltransferase [[Clostridium] methylpentosum] 
gi|493397980|ref|WP_006354090.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397981|ref|WP_006354091.1|	NADH-dependent butanol dehydrogenase A [[Clostridium] methylpentosum] 
gi|493397982|ref|WP_006354092.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397983|ref|WP_006354093.1|	LysR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493397984|ref|WP_006354094.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397985|ref|WP_006354095.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397986|ref|WP_006354096.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397987|ref|WP_006354097.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397988|ref|WP_006354098.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397989|ref|WP_006354099.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493397990|ref|WP_006354100.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397991|ref|WP_006354101.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397992|ref|WP_006354102.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397993|ref|WP_006354103.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397994|ref|WP_006354104.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397995|ref|WP_006354105.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397996|ref|WP_006354106.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397997|ref|WP_006354107.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397998|ref|WP_006354108.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493397999|ref|WP_006354109.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398000|ref|WP_006354110.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398001|ref|WP_006354111.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398002|ref|WP_006354112.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398003|ref|WP_006354113.1|	ATPase AAA [[Clostridium] methylpentosum] 
gi|493398004|ref|WP_006354114.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398005|ref|WP_006354115.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398006|ref|WP_006354116.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398007|ref|WP_006354117.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398008|ref|WP_006354118.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398009|ref|WP_006354119.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398010|ref|WP_006354120.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398011|ref|WP_006354121.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398012|ref|WP_006354122.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398013|ref|WP_006354123.1|	conjugal transfer protein TraG [[Clostridium] methylpentosum] 
gi|493398014|ref|WP_006354124.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493398015|ref|WP_006354125.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398016|ref|WP_006354126.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398017|ref|WP_006354127.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493398018|ref|WP_006354128.1|	mercury transporter [[Clostridium] methylpentosum] 
gi|493398019|ref|WP_006354129.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398020|ref|WP_006354130.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398021|ref|WP_006354131.1|	DNA-cytosine methyltransferase [[Clostridium] methylpentosum] 
gi|493398022|ref|WP_006354132.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398023|ref|WP_006354133.1|	MULTISPECIES: pilus assembly protein [Clostridiales] 
gi|493398024|ref|WP_006354134.1|	pilus assembly protein CpaB [[Clostridium] methylpentosum] 
gi|493398025|ref|WP_006354135.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398026|ref|WP_006354136.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398027|ref|WP_006354137.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|493398028|ref|WP_006354138.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398029|ref|WP_006354139.1|	secretion protein F [[Clostridium] methylpentosum] 
gi|493398030|ref|WP_006354140.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398031|ref|WP_006354141.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398032|ref|WP_006354142.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398033|ref|WP_006354143.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398034|ref|WP_006354144.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398035|ref|WP_006354145.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398036|ref|WP_006354146.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398037|ref|WP_006354147.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398038|ref|WP_006354148.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398039|ref|WP_006354149.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398040|ref|WP_006354150.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398041|ref|WP_006354151.1|	murein hydrolase [[Clostridium] methylpentosum] 
gi|493398042|ref|WP_006354152.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398043|ref|WP_006354153.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398044|ref|WP_006354154.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398045|ref|WP_006354155.1|	MULTISPECIES: XRE family transcriptional regulator [Clostridiales] 
gi|493398046|ref|WP_006354156.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398047|ref|WP_006354157.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398048|ref|WP_006354158.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398049|ref|WP_006354159.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398050|ref|WP_006354160.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398051|ref|WP_006354161.1|	aankyrin [[Clostridium] methylpentosum] 
gi|493398052|ref|WP_006354162.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398053|ref|WP_006354163.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398054|ref|WP_006354164.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398055|ref|WP_006354165.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398056|ref|WP_006354166.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398057|ref|WP_006354167.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398058|ref|WP_006354168.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398059|ref|WP_006354169.1|	aankyrin [[Clostridium] methylpentosum] 
gi|492703154|ref|WP_005928002.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493398060|ref|WP_006354170.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398061|ref|WP_006354171.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398062|ref|WP_006354172.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398063|ref|WP_006354173.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398064|ref|WP_006354174.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398065|ref|WP_006354175.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398066|ref|WP_006354176.1|	MULTISPECIES: growth inhibitor PemK [Clostridiales] 
gi|493398067|ref|WP_006354177.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|493398068|ref|WP_006354178.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398069|ref|WP_006354179.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398070|ref|WP_006354180.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398071|ref|WP_006354181.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398072|ref|WP_006354182.1|	HIT family hydrolase [[Clostridium] methylpentosum] 
gi|493398073|ref|WP_006354183.1|	alanyl-tRNA synthase [[Clostridium] methylpentosum] 
gi|493398074|ref|WP_006354184.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398075|ref|WP_006354185.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398076|ref|WP_006354186.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398077|ref|WP_006354187.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398078|ref|WP_006354188.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398079|ref|WP_006354189.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398080|ref|WP_006354190.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398081|ref|WP_006354191.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398082|ref|WP_006354192.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398083|ref|WP_006354193.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398084|ref|WP_006354194.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398085|ref|WP_006354195.1|	30S ribosomal protein S9 [[Clostridium] methylpentosum] 
gi|493398086|ref|WP_006354196.1|	50S ribosomal protein L13 [[Clostridium] methylpentosum] 
gi|493398087|ref|WP_006354197.1|	stage V sporulation protein AF [[Clostridium] methylpentosum] 
gi|493398088|ref|WP_006354198.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398089|ref|WP_006354199.1|	signal peptidase [[Clostridium] methylpentosum] 
gi|493398090|ref|WP_006354200.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398091|ref|WP_006354201.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398092|ref|WP_006354202.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398093|ref|WP_006354203.1|	CopY family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493398094|ref|WP_006354204.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398095|ref|WP_006354205.1|	UDP-diphosphatase [[Clostridium] methylpentosum] 
gi|493398096|ref|WP_006354206.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398097|ref|WP_006354207.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493398098|ref|WP_006354208.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398099|ref|WP_006354209.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398100|ref|WP_006354210.1|	asparagine synthase [[Clostridium] methylpentosum] 
gi|493398101|ref|WP_006354211.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398102|ref|WP_006354212.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398103|ref|WP_006354213.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398104|ref|WP_006354214.1|	response regulator [[Clostridium] methylpentosum] 
gi|493398105|ref|WP_006354215.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398106|ref|WP_006354216.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398107|ref|WP_006354217.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398108|ref|WP_006354218.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493398109|ref|WP_006354219.1|	molecular chaperone [[Clostridium] methylpentosum] 
gi|493398110|ref|WP_006354220.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398111|ref|WP_006354221.1|	glycosyl transferase [[Clostridium] methylpentosum] 
gi|493398112|ref|WP_006354222.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398113|ref|WP_006354223.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398114|ref|WP_006354224.1|	histidine kinase [[Clostridium] methylpentosum] 
gi|493398115|ref|WP_006354225.1|	PhoB family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493398116|ref|WP_006354226.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398117|ref|WP_006354227.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398118|ref|WP_006354228.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398119|ref|WP_006354229.1|	K+-dependent Na+/Ca+ exchanger [[Clostridium] methylpentosum] 
gi|493398120|ref|WP_006354230.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398121|ref|WP_006354231.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398122|ref|WP_006354232.1|	N-acetyltransferase GCN5 [[Clostridium] methylpentosum] 
gi|493398123|ref|WP_006354233.1|	fructose-1,6-bisphosphatase [[Clostridium] methylpentosum] 
gi|493398124|ref|WP_006354234.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398125|ref|WP_006354235.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398126|ref|WP_006354236.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398127|ref|WP_006354237.1|	multidrug transporter MatE [[Clostridium] methylpentosum] 
gi|493398128|ref|WP_006354238.1|	cytidylate kinase [[Clostridium] methylpentosum] 
gi|493398129|ref|WP_006354239.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398130|ref|WP_006354240.1|	transposase [[Clostridium] methylpentosum] 
gi|493398131|ref|WP_006354241.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398132|ref|WP_006354242.1|	RNA polymerase sigma 70 [[Clostridium] methylpentosum] 
gi|493398133|ref|WP_006354243.1|	alcohol dehydrogenase [[Clostridium] methylpentosum] 
gi|493398134|ref|WP_006354244.1|	transposase [[Clostridium] methylpentosum] 
gi|493398135|ref|WP_006354245.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398136|ref|WP_006354246.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398137|ref|WP_006354247.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398138|ref|WP_006354248.1|	ABC transporter [[Clostridium] methylpentosum] 
gi|493398139|ref|WP_006354249.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398140|ref|WP_006354250.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398141|ref|WP_006354251.1|	ATP-binding protein [[Clostridium] methylpentosum] 
gi|493398142|ref|WP_006354252.1|	dinitrogenase iron-molybdenum cofactor biosynthesis protein [[Clostridium] methylpentosum] 
gi|493398143|ref|WP_006354253.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398144|ref|WP_006354254.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398145|ref|WP_006354255.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398146|ref|WP_006354256.1|	propanediol utilization phosphotransacylase [[Clostridium] methylpentosum] 
gi|493398147|ref|WP_006354257.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398148|ref|WP_006354258.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398149|ref|WP_006354259.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398150|ref|WP_006354260.1|	DNA-binding protein [[Clostridium] methylpentosum] 
gi|493398151|ref|WP_006354261.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398152|ref|WP_006354262.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398153|ref|WP_006354263.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398154|ref|WP_006354264.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493398155|ref|WP_006354265.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398156|ref|WP_006354266.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398157|ref|WP_006354267.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398158|ref|WP_006354268.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398159|ref|WP_006354269.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398160|ref|WP_006354270.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398161|ref|WP_006354271.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398162|ref|WP_006354272.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398163|ref|WP_006354273.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398164|ref|WP_006354274.1|	cytidine deaminase [[Clostridium] methylpentosum] 
gi|493398165|ref|WP_006354275.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398166|ref|WP_006354276.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398167|ref|WP_006354277.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398168|ref|WP_006354278.1|	PhoP family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493398169|ref|WP_006354279.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398170|ref|WP_006354280.1|	protein-(glutamine-N5) methyltransferase [[Clostridium] methylpentosum] 
gi|493398171|ref|WP_006354281.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398172|ref|WP_006354282.1|	protein RecA [[Clostridium] methylpentosum] 
gi|493398173|ref|WP_006354283.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493398174|ref|WP_006354284.1|	ribosomal protein S12 methylthiotransferase [[Clostridium] methylpentosum] 
gi|493398175|ref|WP_006354285.1|	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [[Clostridium] methylpentosum] 
