gi|490978215|ref|WP_004839979.1|	beta-galactosidase [[Ruminococcus] gnavus] 
gi|490979525|ref|WP_004841288.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979527|ref|WP_004841290.1|	MULTISPECIES: sporulation initiation inhibitor Soj [Clostridiales] 
gi|490979529|ref|WP_004841292.1|	plasmid stablization protein ParB [[Ruminococcus] gnavus] 
gi|490979531|ref|WP_004841294.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979533|ref|WP_004841296.1|	seryl-tRNA synthetase [[Ruminococcus] gnavus] 
gi|490979536|ref|WP_004841299.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979538|ref|WP_004841301.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979540|ref|WP_004841303.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979542|ref|WP_004841305.1|	ribulose-phosphate 3-epimerase [[Ruminococcus] gnavus] 
gi|490979544|ref|WP_004841307.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979545|ref|WP_004841308.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979547|ref|WP_004841310.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979548|ref|WP_004841311.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979549|ref|WP_004841312.1|	MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Lachnospiraceae] 
gi|490979550|ref|WP_004841313.1|	iron transporter FeoB [[Ruminococcus] gnavus] 
gi|490979551|ref|WP_004841314.1|	membrane protein [[Ruminococcus] gnavus] 
gi|490979552|ref|WP_004841315.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979553|ref|WP_004841316.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979555|ref|WP_004841318.1|	primase [[Ruminococcus] gnavus] 
gi|490979557|ref|WP_004841320.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979559|ref|WP_004841322.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979561|ref|WP_004841324.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979563|ref|WP_004841326.1|	MULTISPECIES: DNA-binding protein [Lachnospiraceae] 
gi|490979565|ref|WP_004841328.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979567|ref|WP_004841330.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979569|ref|WP_004841332.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979571|ref|WP_004841334.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979573|ref|WP_004841336.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979575|ref|WP_004841338.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979577|ref|WP_004841340.1|	MULTISPECIES: ArsR family transcriptional regulator [Lachnospiraceae] 
gi|490979578|ref|WP_004841341.1|	cadmium transporter [[Ruminococcus] gnavus] 
gi|490979580|ref|WP_004841343.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979581|ref|WP_004841344.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979583|ref|WP_004841346.1|	FAD-binding protein [[Ruminococcus] gnavus] 
gi|490979584|ref|WP_004841347.1|	MULTISPECIES: succinate dehydrogenase [Lachnospiraceae] 
gi|490979586|ref|WP_004841349.1|	XRE family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979587|ref|WP_004841350.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979590|ref|WP_004841353.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979591|ref|WP_004841354.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979592|ref|WP_004841355.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979593|ref|WP_004841356.1|	MULTISPECIES: heat shock protein Hsp20 [Clostridiales] 
gi|490979595|ref|WP_004841358.1|	MULTISPECIES: molecular chaperone DnaJ [Lachnospiraceae] 
gi|490979597|ref|WP_004841360.1|	transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979599|ref|WP_004841362.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979601|ref|WP_004841364.1|	dihydrodipicolinate synthetase [[Ruminococcus] gnavus] 
gi|490979603|ref|WP_004841366.1|	metal ABC transporter [[Ruminococcus] gnavus] 
gi|490979611|ref|WP_004841374.1|	glycine/betaine ABC transporter substrate-binding protein [[Ruminococcus] gnavus] 
gi|490979614|ref|WP_004841377.1|	glycine/betaine ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490979616|ref|WP_004841379.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979618|ref|WP_004841381.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979619|ref|WP_004841382.1|	macrolide ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490979621|ref|WP_004841384.1|	cell division protein FtsX [[Ruminococcus] gnavus] 
gi|490979622|ref|WP_004841385.1|	transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979624|ref|WP_004841387.1|	MULTISPECIES: histidine kinase [Clostridiales] 
gi|490979625|ref|WP_004841388.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Clostridiales] 
gi|490979627|ref|WP_004841390.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Clostridiales] 
gi|490979629|ref|WP_004841392.1|	MULTISPECIES: uracil-DNA glycosylase [Clostridiales] 
gi|490979630|ref|WP_004841393.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|490979633|ref|WP_004841396.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979634|ref|WP_004841397.1|	ABC transporter permease [[Ruminococcus] gnavus] 
gi|490979635|ref|WP_004841398.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979638|ref|WP_004841401.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979640|ref|WP_004841403.1|	LuxR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979643|ref|WP_004841406.1|	histidine kinase [[Ruminococcus] gnavus] 
gi|490979644|ref|WP_004841407.1|	ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490979646|ref|WP_004841409.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979647|ref|WP_004841410.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979648|ref|WP_004841411.1|	asparagine synthase [[Ruminococcus] gnavus] 
gi|490979650|ref|WP_004841413.1|	glutamate synthase [[Ruminococcus] gnavus] 
gi|490979653|ref|WP_004841416.1|	MULTISPECIES: glutamate synthase subunit beta [Lachnospiraceae] 
gi|490979655|ref|WP_004841418.1|	MULTISPECIES: glutamine synthetase [Lachnospiraceae] 
gi|490979657|ref|WP_004841420.1|	MULTISPECIES: transcription antitermination regulator [Lachnospiraceae] 
gi|490979658|ref|WP_004841421.1|	MULTISPECIES: aspartate aminotransferase [Lachnospiraceae] 
gi|490979660|ref|WP_004841423.1|	GTP pyrophosphokinase [[Ruminococcus] gnavus] 
gi|490979663|ref|WP_004841426.1|	MFS transporter [[Ruminococcus] gnavus] 
gi|490979664|ref|WP_004841427.1|	MULTISPECIES: cupin [Lachnospiraceae] 
gi|490979666|ref|WP_004841429.1|	MULTISPECIES: PTS sugar transporter subunit IIA [Lachnospiraceae] 
gi|490979668|ref|WP_004841431.1|	MULTISPECIES: glucuronyl hydrolase [Lachnospiraceae] 
gi|490979670|ref|WP_004841433.1|	MULTISPECIES: PTS N-acetylgalactosamine transporter subunit IIB [Lachnospiraceae] 
gi|490979673|ref|WP_004841436.1|	MULTISPECIES: PTS N-acetylgalactosamine transporter subunit IIC [Lachnospiraceae] 
gi|490979677|ref|WP_004841440.1|	PTS N-acetylglucosamine transporter subunit IIBC [[Ruminococcus] gnavus] 
gi|490979679|ref|WP_004841442.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979680|ref|WP_004841443.1|	MULTISPECIES: LacI family transcriptional regulator [Lachnospiraceae] 
gi|490979681|ref|WP_004841444.1|	carbohydrate-binding protein [[Ruminococcus] gnavus] 
gi|490979683|ref|WP_004841446.1|	GNAT family acetyltransferase [[Ruminococcus] gnavus] 
gi|490979686|ref|WP_004841449.1|	AraC family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979687|ref|WP_004841450.1|	beta-galactosidase [[Ruminococcus] gnavus] 
gi|490979690|ref|WP_004841453.1|	MULTISPECIES: major facilitator transporter [Lachnospiraceae] 
gi|490979691|ref|WP_004841454.1|	transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979693|ref|WP_004841456.1|	histidine kinase [[Ruminococcus] gnavus] 
gi|490979696|ref|WP_004841459.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979698|ref|WP_004841461.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979699|ref|WP_004841462.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979701|ref|WP_004841464.1|	MULTISPECIES: ArsR family transcriptional regulator [Clostridiales] 
gi|490979704|ref|WP_004841467.1|	zinc ABC transporter ATPase [[Ruminococcus] gnavus] 
gi|490979706|ref|WP_004841469.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979707|ref|WP_004841470.1|	SAM-dependent methyltransferase [[Ruminococcus] gnavus] 
gi|490979710|ref|WP_004841473.1|	MULTISPECIES: cytochrome C biogenesis protein [Lachnospiraceae] 
gi|490979711|ref|WP_004841474.1|	GTPase HflX [[Ruminococcus] gnavus] 
gi|490979714|ref|WP_004841477.1|	MULTISPECIES: MarR family transcriptional regulator [Lachnospiraceae] 
gi|490979715|ref|WP_004841478.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979717|ref|WP_004841480.1|	MULTISPECIES: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Lachnospiraceae] 
gi|490979719|ref|WP_004841482.1|	microcompartment protein [[Ruminococcus] gnavus] 
gi|490979720|ref|WP_004841483.1|	3-oxoacyl-ACP reductase [[Ruminococcus] gnavus] 
gi|490979723|ref|WP_004841486.1|	MULTISPECIES: phosphohydrolase [Lachnospiraceae] 
gi|490979726|ref|WP_004841489.1|	MULTISPECIES: chromosome partitioning protein ParA [Lachnospiraceae] 
gi|490979727|ref|WP_004841490.1|	AraC family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979730|ref|WP_004841493.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979732|ref|WP_004841495.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|490979733|ref|WP_004841496.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979734|ref|WP_004841497.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979737|ref|WP_004841500.1|	AraC family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979739|ref|WP_004841502.1|	MULTISPECIES: 5-keto-4-deoxyuronate isomerase [Lachnospiraceae] 
gi|490979740|ref|WP_004841503.1|	MULTISPECIES: gluconate 5-dehydrogenase [Lachnospiraceae] 
gi|490979742|ref|WP_004841505.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979745|ref|WP_004841508.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979744|ref|WP_004841507.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979747|ref|WP_004841510.1|	C4-dicarboxylate ABC transporter [[Ruminococcus] gnavus] 
gi|490979748|ref|WP_004841511.1|	MULTISPECIES: C4-dicarboxylate ABC transporter permease [Lachnospiraceae] 
gi|490979750|ref|WP_004841513.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490979751|ref|WP_004841514.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490979754|ref|WP_004841517.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979755|ref|WP_004841518.1|	MULTISPECIES: rhamnulokinase [Clostridiales] 
gi|490979757|ref|WP_004841520.1|	rhamnose isomerase [[Ruminococcus] gnavus] 
gi|490979760|ref|WP_004841523.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979761|ref|WP_004841524.1|	alpha-glucosidase [[Ruminococcus] gnavus] 
gi|490979763|ref|WP_004841526.1|	MULTISPECIES: C4-dicarboxylate ABC transporter substrate-binding protein [Clostridiales] 
gi|490979765|ref|WP_004841528.1|	MULTISPECIES: C4-dicarboxylate ABC transporter permease [Clostridiales] 
gi|490979766|ref|WP_004841529.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490979768|ref|WP_004841531.1|	alpha-glucosidase [[Ruminococcus] gnavus] 
gi|490979769|ref|WP_004841532.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979772|ref|WP_004841535.1|	MULTISPECIES: phosphohydrolase [Lachnospiraceae] 
gi|490979770|ref|WP_004841533.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979774|ref|WP_004841537.1|	MULTISPECIES: pyruvate formate-lyase [Lachnospiraceae] 
gi|490979775|ref|WP_004841538.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979777|ref|WP_004841540.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979778|ref|WP_004841541.1|	MULTISPECIES: aldolase [Lachnospiraceae] 
gi|490979780|ref|WP_004841543.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979782|ref|WP_004841545.1|	aldehyde dehydrogenase [[Ruminococcus] gnavus] 
gi|490979783|ref|WP_004841546.1|	MULTISPECIES: threonine dehydrogenase [Lachnospiraceae] 
gi|490979785|ref|WP_004841548.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979786|ref|WP_004841549.1|	MULTISPECIES: carboxysome shell protein [Clostridiales] 
gi|490979788|ref|WP_004841551.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979789|ref|WP_004841552.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979791|ref|WP_004841554.1|	propanediol utilization phosphotransacylase [[Ruminococcus] gnavus] 
gi|490979793|ref|WP_004841556.1|	MULTISPECIES: ethanolamine utilization protein EutN [Clostridiales] 
gi|490979794|ref|WP_004841557.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979796|ref|WP_004841559.1|	MULTISPECIES: propanediol utilization: polyhedral bodies pduT [Clostridiales] 
gi|490979798|ref|WP_004841561.1|	MULTISPECIES: DeoR family transcriptional regulator [Clostridiales] 
gi|490979799|ref|WP_004841562.1|	MULTISPECIES: alcohol dehydrogenase [Lachnospiraceae] 
gi|490979801|ref|WP_004841564.1|	transposase [[Ruminococcus] gnavus] 
gi|490979803|ref|WP_004841566.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979804|ref|WP_004841567.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490979807|ref|WP_004841570.1|	D-ribose transporter ATP binding protein [[Ruminococcus] gnavus] 
gi|490979808|ref|WP_004841571.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979810|ref|WP_004841573.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979811|ref|WP_004841574.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979814|ref|WP_004841577.1|	carbohydrate kinase [[Ruminococcus] gnavus] 
gi|490979815|ref|WP_004841578.1|	MULTISPECIES: L-rhamnose mutarotase [Lachnospiraceae] 
gi|490979817|ref|WP_004841580.1|	AraC family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979819|ref|WP_004841582.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979820|ref|WP_004841583.1|	mannonate dehydratase [[Ruminococcus] gnavus] 
gi|490979822|ref|WP_004841585.1|	MULTISPECIES: dioxygenase [Clostridiales] 
gi|490979824|ref|WP_004841587.1|	MULTISPECIES: glucuronate isomerase [Lachnospiraceae] 
gi|490979825|ref|WP_004841588.1|	IclR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979827|ref|WP_004841590.1|	2-dehydro-3-deoxyphosphogluconate aldolase [[Ruminococcus] gnavus] 
gi|490979829|ref|WP_004841592.1|	MULTISPECIES: 2-dehydro-3-deoxygluconokinase [Lachnospiraceae] 
gi|490979831|ref|WP_004841594.1|	fructose-bisphosphate aldolase [[Ruminococcus] gnavus] 
gi|490979833|ref|WP_004841596.1|	MULTISPECIES: transcriptional regulator [Lachnospiraceae] 
gi|490979834|ref|WP_004841597.1|	carbohydrate kinase [[Ruminococcus] gnavus] 
gi|490979836|ref|WP_004841599.1|	alcohol dehydrogenase [[Ruminococcus] gnavus] 
gi|490979838|ref|WP_004841601.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979841|ref|WP_004841604.1|	MULTISPECIES: aldehyde oxidoreductase [Lachnospiraceae] 
gi|490979843|ref|WP_004841606.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979844|ref|WP_004841607.1|	fibronectin [[Ruminococcus] gnavus] 
gi|490979846|ref|WP_004841609.1|	PTS sugar transporter [[Ruminococcus] gnavus] 
gi|490979849|ref|WP_004841612.1|	chemotaxis protein CheY [[Ruminococcus] gnavus] 
gi|490979851|ref|WP_004841614.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979853|ref|WP_004841616.1|	sugar ABC transporter substrate-binding protein [[Ruminococcus] gnavus] 
gi|490979856|ref|WP_004841619.1|	ribose ABC transporter permease [[Ruminococcus] gnavus] 
gi|490979859|ref|WP_004841622.1|	MULTISPECIES: ribose ABC transporter [Lachnospiraceae] 
gi|490979860|ref|WP_004841623.1|	MULTISPECIES: ribose ABC transporter permease [Lachnospiraceae] 
gi|490979862|ref|WP_004841625.1|	MULTISPECIES: LacI family transcriptional regulator [Lachnospiraceae] 
gi|490979863|ref|WP_004841626.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979865|ref|WP_004841628.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490979868|ref|WP_004841631.1|	MULTISPECIES: carbohydrate kinase [Clostridiales] 
gi|490979870|ref|WP_004841633.1|	MULTISPECIES: fucose isomerase [Lachnospiraceae] 
gi|490979872|ref|WP_004841635.1|	fucose isomerase [[Ruminococcus] gnavus] 
gi|490979873|ref|WP_004841636.1|	MULTISPECIES: glucosaminidase [Lachnospiraceae] 
gi|490979875|ref|WP_004841638.1|	valyl-tRNA synthase [[Ruminococcus] gnavus] 
gi|490979877|ref|WP_004841640.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490979879|ref|WP_004841642.1|	tetrahydrofolate synthase [[Ruminococcus] gnavus] 
gi|490979881|ref|WP_004841644.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979883|ref|WP_004841646.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979885|ref|WP_004841648.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979886|ref|WP_004841649.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979888|ref|WP_004841651.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490979890|ref|WP_004841653.1|	MULTISPECIES: RNA polymerase sigma70 [Lachnospiraceae] 
gi|490979891|ref|WP_004841654.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979894|ref|WP_004841657.1|	MULTISPECIES: stage V sporulation protein AA [Lachnospiraceae] 
gi|490979895|ref|WP_004841658.1|	MULTISPECIES: stage V sporulation protein AB [Lachnospiraceae] 
gi|490979896|ref|WP_004841659.1|	NADP-dependent alcohol dehydrogenase [[Ruminococcus] gnavus] 
gi|490979899|ref|WP_004841662.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979900|ref|WP_004841663.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979902|ref|WP_004841665.1|	MULTISPECIES: stage V sporulation protein AD [Lachnospiraceae] 
gi|490979903|ref|WP_004841666.1|	MULTISPECIES: stage V sporulation protein AEB [Lachnospiraceae] 
gi|490979905|ref|WP_004841668.1|	Na/Pi cotransporter [[Ruminococcus] gnavus] 
gi|490979906|ref|WP_004841669.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979908|ref|WP_004841671.1|	MULTISPECIES: phosphate-binding protein [Lachnospiraceae] 
gi|490979910|ref|WP_004841673.1|	MULTISPECIES: phosphate ABC transporter permease [Clostridiales] 
gi|490979911|ref|WP_004841674.1|	MULTISPECIES: phosphate ABC transporter permease [Lachnospiraceae] 
gi|490979913|ref|WP_004841676.1|	MULTISPECIES: phosphate ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490979915|ref|WP_004841678.1|	PhoU family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490979917|ref|WP_004841680.1|	MULTISPECIES: ArsR family transcriptional regulator [Lachnospiraceae] 
gi|490979918|ref|WP_004841681.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490979920|ref|WP_004841683.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490979921|ref|WP_004841684.1|	MULTISPECIES: diaminopimelate epimerase [Lachnospiraceae] 
gi|490979923|ref|WP_004841686.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979925|ref|WP_004841688.1|	MULTISPECIES: GntR family transcriptional regulator [Clostridiales] 
gi|490979927|ref|WP_004841690.1|	MULTISPECIES: ATP-dependent Clp protease ATP-binding protein [Lachnospiraceae] 
gi|490979928|ref|WP_004841691.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979930|ref|WP_004841693.1|	DNA repair protein RadA [[Ruminococcus] gnavus] 
gi|490979947|ref|WP_004841710.1|	hypothetical protein partial [[Ruminococcus] gnavus] 
gi|490979949|ref|WP_004841712.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979951|ref|WP_004841714.1|	mechanosensitive ion channel protein [[Ruminococcus] gnavus] 
gi|490979953|ref|WP_004841716.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490979955|ref|WP_004841718.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979957|ref|WP_004841720.1|	MULTISPECIES: ribonuclease HII [Lachnospiraceae] 
gi|490979958|ref|WP_004841721.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490979960|ref|WP_004841723.1|	MULTISPECIES: GTPase YlqF [Clostridiales] 
