gi|494396218|ref|WP_007209403.1|	MULTISPECIES: LuxR family transcriptional regulator [Bacteroides] 
gi|494399807|ref|WP_007211252.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399808|ref|WP_007211253.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399809|ref|WP_007211254.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399810|ref|WP_007211255.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399811|ref|WP_007211256.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399812|ref|WP_007211257.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399813|ref|WP_007211258.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399814|ref|WP_007211259.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399815|ref|WP_007211260.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399816|ref|WP_007211261.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399817|ref|WP_007211262.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399818|ref|WP_007211263.1|	dihydropyrimidine dehydrogenase subunit B [Bacteroides cellulosilyticus] 
gi|494399819|ref|WP_007211264.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399820|ref|WP_007211265.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399821|ref|WP_007211266.1|	alpha-glucosidase [Bacteroides cellulosilyticus] 
gi|494399822|ref|WP_007211267.1|	membrane protein [Bacteroides cellulosilyticus] 
gi|494399823|ref|WP_007211268.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399824|ref|WP_007211269.1|	alpha-mannosidase [Bacteroides cellulosilyticus] 
gi|494399825|ref|WP_007211270.1|	sensor histidine kinase [Bacteroides cellulosilyticus] 
gi|494399826|ref|WP_007211271.1|	MULTISPECIES: DNA mismatch repair protein MutS [Bacteroides] 
gi|494399827|ref|WP_007211272.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399828|ref|WP_007211273.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399829|ref|WP_007211274.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399830|ref|WP_007211275.1|	TonB-linked outer membrane protein [Bacteroides cellulosilyticus] 
gi|494399831|ref|WP_007211276.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399832|ref|WP_007211277.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399833|ref|WP_007211278.1|	beta-glycosidase [Bacteroides cellulosilyticus] 
gi|494399834|ref|WP_007211279.1|	chemotaxis protein CheY [Bacteroides cellulosilyticus] 
gi|494399835|ref|WP_007211280.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399836|ref|WP_007211281.1|	TonB-dependent receptor [Bacteroides cellulosilyticus] 
gi|494399837|ref|WP_007211282.1|	MULTISPECIES: starch-binding protein [Bacteroides] 
gi|494399838|ref|WP_007211283.1|	beta-glycosidase [Bacteroides cellulosilyticus] 
gi|494399839|ref|WP_007211284.1|	glycoside hydrolase [Bacteroides cellulosilyticus] 
gi|494399840|ref|WP_007211285.1|	xylanase [Bacteroides cellulosilyticus] 
gi|494399841|ref|WP_007211286.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399842|ref|WP_007211287.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399843|ref|WP_007211288.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399844|ref|WP_007211289.1|	MULTISPECIES: starch-binding protein [Bacteroides] 
gi|494399845|ref|WP_007211290.1|	collagen-binding protein [Bacteroides cellulosilyticus] 
gi|494399846|ref|WP_007211291.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399847|ref|WP_007211292.1|	histidine kinase [Bacteroides cellulosilyticus] 
gi|494399848|ref|WP_007211293.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399849|ref|WP_007211294.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399850|ref|WP_007211295.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399851|ref|WP_007211296.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399852|ref|WP_007211297.1|	signal peptidase [Bacteroides cellulosilyticus] 
gi|494399853|ref|WP_007211298.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399854|ref|WP_007211299.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399855|ref|WP_007211300.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399856|ref|WP_007211301.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399857|ref|WP_007211302.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399858|ref|WP_007211303.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399859|ref|WP_007211304.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399860|ref|WP_007211305.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399861|ref|WP_007211306.1|	transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494399862|ref|WP_007211307.1|	phosphatidylinositol kinase [Bacteroides cellulosilyticus] 
gi|494399863|ref|WP_007211308.1|	toxin HipA [Bacteroides cellulosilyticus] 
gi|494399864|ref|WP_007211309.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494399865|ref|WP_007211310.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399866|ref|WP_007211311.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399867|ref|WP_007211312.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399868|ref|WP_007211313.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399869|ref|WP_007211314.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399870|ref|WP_007211315.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399871|ref|WP_007211316.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399872|ref|WP_007211317.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399873|ref|WP_007211318.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399874|ref|WP_007211319.1|	urea transporter [Bacteroides cellulosilyticus] 
gi|494399875|ref|WP_007211320.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399876|ref|WP_007211321.1|	beta-lactamase [Bacteroides cellulosilyticus] 
gi|494399877|ref|WP_007211322.1|	protease [Bacteroides cellulosilyticus] 
gi|494399878|ref|WP_007211323.1|	chemotaxis protein CheY [Bacteroides cellulosilyticus] 
gi|494399879|ref|WP_007211324.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399880|ref|WP_007211325.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399881|ref|WP_007211326.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399882|ref|WP_007211327.1|	TonB-linked outer membrane protein [Bacteroides cellulosilyticus] 
gi|494399883|ref|WP_007211328.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399884|ref|WP_007211329.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399885|ref|WP_007211330.1|	glycoside hydrolase [Bacteroides cellulosilyticus] 
gi|494399886|ref|WP_007211331.1|	glycoside hydrolase [Bacteroides cellulosilyticus] 
gi|494399887|ref|WP_007211332.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399888|ref|WP_007211333.1|	peptidase S9 [Bacteroides cellulosilyticus] 
gi|494399889|ref|WP_007211334.1|	AraC family transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494399890|ref|WP_007211335.1|	collagen-binding protein [Bacteroides cellulosilyticus] 
gi|494399891|ref|WP_007211336.1|	starch-binding protein [Bacteroides cellulosilyticus] 
gi|494399892|ref|WP_007211337.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399893|ref|WP_007211338.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399894|ref|WP_007211339.1|	MULTISPECIES: histidine kinase [Bacteroides] 
gi|494399895|ref|WP_007211340.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399896|ref|WP_007211341.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399897|ref|WP_007211342.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399898|ref|WP_007211343.1|	potassium transporter KtrB [Bacteroides cellulosilyticus] 
gi|494399899|ref|WP_007211344.1|	potassium-transporting ATPase subunit B [Bacteroides cellulosilyticus] 
gi|494399900|ref|WP_007211345.1|	potassium-transporting ATPase subunit A [Bacteroides cellulosilyticus] 
gi|494399901|ref|WP_007211346.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399904|ref|WP_007211347.1|	chemotaxis protein CheY [Bacteroides cellulosilyticus] 
gi|494399906|ref|WP_007211348.1|	aspartate kinase [Bacteroides cellulosilyticus] 
gi|494399908|ref|WP_007211349.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494399910|ref|WP_007211350.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494399912|ref|WP_007211351.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399915|ref|WP_007211352.1|	arabinan endo-1,5-alpha-L-arabinosidase [Bacteroides cellulosilyticus] 
gi|494399917|ref|WP_007211353.1|	beta-glucosidase [Bacteroides cellulosilyticus] 
gi|494399919|ref|WP_007211354.1|	collagen-binding protein [Bacteroides cellulosilyticus] 
gi|494399921|ref|WP_007211355.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399923|ref|WP_007211356.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399925|ref|WP_007211357.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399927|ref|WP_007211358.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399929|ref|WP_007211359.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494399931|ref|WP_007211360.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399933|ref|WP_007211361.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399935|ref|WP_007211362.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399937|ref|WP_007211363.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399939|ref|WP_007211364.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399941|ref|WP_007211365.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399943|ref|WP_007211366.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399945|ref|WP_007211367.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399948|ref|WP_007211368.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399950|ref|WP_007211369.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399952|ref|WP_007211370.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399954|ref|WP_007211371.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399956|ref|WP_007211372.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494399959|ref|WP_007211373.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399961|ref|WP_007211374.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399963|ref|WP_007211375.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399965|ref|WP_007211376.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399967|ref|WP_007211377.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399969|ref|WP_007211378.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399971|ref|WP_007211379.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399973|ref|WP_007211380.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399975|ref|WP_007211381.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399977|ref|WP_007211382.1|	protease [Bacteroides cellulosilyticus] 
gi|494399979|ref|WP_007211383.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399981|ref|WP_007211384.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399983|ref|WP_007211385.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399985|ref|WP_007211386.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399987|ref|WP_007211387.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399988|ref|WP_007211388.1|	heat-shock protein Hsp90 [Bacteroides cellulosilyticus] 
gi|494399990|ref|WP_007211389.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|494399992|ref|WP_007211390.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494399996|ref|WP_007211391.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494399998|ref|WP_007211392.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400000|ref|WP_007211393.1|	membrane protein [Bacteroides cellulosilyticus] 
gi|494400002|ref|WP_007211394.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400004|ref|WP_007211395.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400007|ref|WP_007211396.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400009|ref|WP_007211397.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400011|ref|WP_007211398.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400013|ref|WP_007211399.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400015|ref|WP_007211400.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400017|ref|WP_007211401.1|	leucyl-tRNA synthetase [Bacteroides cellulosilyticus] 
gi|494400020|ref|WP_007211402.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494400022|ref|WP_007211403.1|	deoxyribonucleoside-triphosphatase [Bacteroides cellulosilyticus] 
gi|494400024|ref|WP_007211404.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400026|ref|WP_007211405.1|	MULTISPECIES: quinolinate synthetase [Bacteroides] 
gi|494400028|ref|WP_007211406.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400030|ref|WP_007211407.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400032|ref|WP_007211408.1|	MULTISPECIES: RNA methyltransferase [Bacteroides] 
gi|494400034|ref|WP_007211409.1|	esterase [Bacteroides cellulosilyticus] 
gi|494400036|ref|WP_007211410.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400038|ref|WP_007211411.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400040|ref|WP_007211412.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400042|ref|WP_007211413.1|	Fe-S oxidoreductase [Bacteroides cellulosilyticus] 
gi|494400044|ref|WP_007211414.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400047|ref|WP_007211415.1|	sulfate permease [Bacteroides cellulosilyticus] 
gi|494400049|ref|WP_007211416.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400052|ref|WP_007211417.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400055|ref|WP_007211418.1|	TonB-linked outer membrane protein [Bacteroides cellulosilyticus] 
gi|494400057|ref|WP_007211419.1|	glycan metabolism protein RagB [Bacteroides cellulosilyticus] 
gi|494400059|ref|WP_007211420.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400061|ref|WP_007211421.1|	TonB-dependent receptor [Bacteroides cellulosilyticus] 
gi|494400063|ref|WP_007211422.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400065|ref|WP_007211423.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400067|ref|WP_007211424.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400069|ref|WP_007211425.1|	RNA polymerase sigma70 factor [Bacteroides cellulosilyticus] 
gi|494400071|ref|WP_007211426.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400073|ref|WP_007211427.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400075|ref|WP_007211428.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400077|ref|WP_007211429.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400079|ref|WP_007211430.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400080|ref|WP_007211431.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400082|ref|WP_007211432.1|	beta-galactosidase [Bacteroides cellulosilyticus] 
gi|494400085|ref|WP_007211433.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400087|ref|WP_007211434.1|	acetyl-CoA carboxylase [Bacteroides cellulosilyticus] 
gi|494400089|ref|WP_007211435.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400091|ref|WP_007211436.1|	esterase [Bacteroides cellulosilyticus] 
gi|494400093|ref|WP_007211437.1|	acetyl-CoA carboxylase [Bacteroides cellulosilyticus] 
gi|494400096|ref|WP_007211438.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400097|ref|WP_007211439.1|	alpha-glucosidase [Bacteroides cellulosilyticus] 
gi|494400099|ref|WP_007211440.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400101|ref|WP_007211441.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400103|ref|WP_007211442.1|	xylosidase [Bacteroides cellulosilyticus] 
gi|494400105|ref|WP_007211443.1|	glycoside hydrolase [Bacteroides cellulosilyticus] 
gi|494400107|ref|WP_007211444.1|	alpha-glucosidase [Bacteroides cellulosilyticus] 
gi|494400109|ref|WP_007211445.1|	carbohydrate-binding protein [Bacteroides cellulosilyticus] 
gi|494400111|ref|WP_007211446.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400113|ref|WP_007211447.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400115|ref|WP_007211448.1|	glycoside hydrolase [Bacteroides cellulosilyticus] 
gi|494400116|ref|WP_007211449.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400117|ref|WP_007211450.1|	rubrerythrin [Bacteroides cellulosilyticus] 
gi|494400118|ref|WP_007211451.1|	MULTISPECIES: L-aspartate oxidase [Bacteroides] 
gi|494400119|ref|WP_007211452.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400120|ref|WP_007211453.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400121|ref|WP_007211454.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400122|ref|WP_007211455.1|	MULTISPECIES: ABC transporter [Bacteroides] 
gi|494400124|ref|WP_007211456.1|	LytTR family transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494400126|ref|WP_007211457.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400129|ref|WP_007211458.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494400131|ref|WP_007211459.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494400133|ref|WP_007211460.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400135|ref|WP_007211461.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400137|ref|WP_007211462.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400139|ref|WP_007211463.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400141|ref|WP_007211464.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494400143|ref|WP_007211465.1|	pyridine nucleotide-disulfide oxidoreductase [Bacteroides cellulosilyticus] 
gi|494400145|ref|WP_007211466.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400154|ref|WP_007211467.1|	peptidase M15 [Bacteroides cellulosilyticus] 
gi|494400155|ref|WP_007211468.1|	acetyl-CoA hydrolase [Bacteroides cellulosilyticus] 
gi|494400157|ref|WP_007211469.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494400159|ref|WP_007211470.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494400161|ref|WP_007211471.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
